c_custkey|c_name|c_address|c_nationkey|c_phone|c_acctbal|c_mktsegment|c_comment|o_orderkey|o_custkey|o_orderstatus|o_totalprice|o_orderdate|o_orderpriority|o_clerk|o_shippriority|o_comment|l_orderkey|l_partkey|l_suppkey|l_linenumber|l_quantity|l_extendedprice|l_discount|l_tax|l_returnflag|l_linestatus|l_shipdate|l_commitdate|l_receiptdate|l_shipinstruct|l_shipmode|l_comment
6637|Customer#000006637|5RhMx2tf5k8u|13|23-455-236-7135|2317.68|BUILDING|e blithely. furiously even dependencies integrate slyly. car|323365|6637|F|208654.62|1994-12-13|1-URGENT|Clerk#000000185|0|s use furiously about the blithely bold accou|323365|1550|802|2|14.00|20321.70|0.02|0.04|R|F|1995-03-29|1995-02-14|1995-04-06|TAKE BACK RETURN|RAIL|s use furiously clo
6637|Customer#000006637|5RhMx2tf5k8u|13|23-455-236-7135|2317.68|BUILDING|e blithely. furiously even dependencies integrate slyly. car|323365|6637|F|208654.62|1994-12-13|1-URGENT|Clerk#000000185|0|s use furiously about the blithely bold accou|323365|6017|274|7|1.00|923.01|0.03|0.00|A|F|1995-03-31|1995-03-09|1995-04-07|COLLECT COD|TRUCK|y unusual theodolites alongside of th
6637|Customer#000006637|5RhMx2tf5k8u|13|23-455-236-7135|2317.68|BUILDING|e blithely. furiously even dependencies integrate slyly. car|512866|6637|F|228455.14|1994-12-05|5-LOW|Clerk#000000751|0|n pinto beans. fluffily silent theodolites about the deposits sl|512866|16209|8|1|48.00|54009.60|0.06|0.00|R|F|1995-04-05|1995-01-08|1995-04-27|NONE|FOB|sly alongside of the foxes
6659|Customer#000006659|WKPkuTEjDJc|10|20-393-281-4388|3053.98|BUILDING|around the blithely express dependencies. careful|205187|6659|F|17071.85|1995-02-06|3-MEDIUM|Clerk#000000709|0|e among the never unusual account|205187|3548|549|1|11.00|15966.94|0.01|0.08|A|F|1995-06-01|1995-04-05|1995-06-11|TAKE BACK RETURN|SHIP|lyly regular 
6659|Customer#000006659|WKPkuTEjDJc|10|20-393-281-4388|3053.98|BUILDING|around the blithely express dependencies. careful|288323|6659|F|76860.92|1995-02-27|5-LOW|Clerk#000000015|0|after the requests wake carefully behind the quickly regular requests. furiou|288323|203|204|1|1.00|1103.20|0.01|0.05|R|F|1995-04-27|1995-05-23|1995-05-03|COLLECT COD|SHIP|t along the fluffily final asymptot
6659|Customer#000006659|WKPkuTEjDJc|10|20-393-281-4388|3053.98|BUILDING|around the blithely express dependencies. careful|288323|6659|F|76860.92|1995-02-27|5-LOW|Clerk#000000015|0|after the requests wake carefully behind the quickly regular requests. furiou|288323|1898|652|2|41.00|73795.49|0.05|0.08|R|F|1995-04-25|1995-05-07|1995-05-23|COLLECT COD|RAIL|lyly. furiously ironic packages n
6674|Customer#000006674|WfEiHyBjekCdDYT2Gbb0infBTvADc27M9R3 BWZ|9|19-629-336-3947|7179.20|BUILDING|y even deposits. accounts cajole furiously about th|141891|6674|F|115231.71|1995-02-02|2-HIGH|Clerk#000000886|0|ess excuses. bravely ironic ideas wake boldly express accounts. slyly even req|141891|11534|535|1|26.00|37583.78|0.04|0.04|R|F|1995-04-16|1995-04-15|1995-04-19|DELIVER IN PERSON|RAIL|sleep above the quickly ironic pa
6674|Customer#000006674|WfEiHyBjekCdDYT2Gbb0infBTvADc27M9R3 BWZ|9|19-629-336-3947|7179.20|BUILDING|y even deposits. accounts cajole furiously about th|141891|6674|F|115231.71|1995-02-02|2-HIGH|Clerk#000000886|0|ess excuses. bravely ironic ideas wake boldly express accounts. slyly even req|141891|8745|262|2|39.00|64495.86|0.07|0.03|A|F|1995-05-10|1995-04-29|1995-06-02|NONE|RAIL|slyly bold packages na
6685|Customer#000006685|BkWlHQusdN1kzNDHvqnOV1SJ9|17|27-406-584-3296|4996.19|BUILDING|ly regular foxes boost blithely bold foxes. e|487684|6685|P|96131.97|1995-03-11|3-MEDIUM|Clerk#000000416|0|lyly. slyly silent accounts n|487684|6746|747|1|13.00|21485.62|0.00|0.03|A|F|1995-05-30|1995-04-18|1995-06-01|TAKE BACK RETURN|FOB|y regular d
6685|Customer#000006685|BkWlHQusdN1kzNDHvqnOV1SJ9|17|27-406-584-3296|4996.19|BUILDING|ly regular foxes boost blithely bold foxes. e|487684|6685|P|96131.97|1995-03-11|3-MEDIUM|Clerk#000000416|0|lyly. slyly silent accounts n|487684|7905|677|2|23.00|41696.70|0.03|0.05|A|F|1995-05-19|1995-06-07|1995-06-01|COLLECT COD|FOB|ests. bold idea
6685|Customer#000006685|BkWlHQusdN1kzNDHvqnOV1SJ9|17|27-406-584-3296|4996.19|BUILDING|ly regular foxes boost blithely bold foxes. e|487684|6685|P|96131.97|1995-03-11|3-MEDIUM|Clerk#000000416|0|lyly. slyly silent accounts n|487684|12078|865|3|35.00|34652.45|0.09|0.00|N|O|1995-06-21|1995-04-12|1995-07-03|TAKE BACK RETURN|REG AIR| final asymptotes. carefu
6715|Customer#000006715|wEEcGy ed7V nIyY|8|18-303-744-7177|5244.28|BUILDING|ep slyly-- fluffily regular pinto beans use silent accounts: sometimes regular foxes are along the regular, regular |232807|6715|P|72255.18|1995-03-23|2-HIGH|Clerk#000000465|0|ly. blithely bold deposits nag slyly. carefully pending asymptotes|232807|16187|454|1|20.00|22063.60|0.10|0.04|A|F|1995-05-23|1995-05-25|1995-06-13|TAKE BACK RETURN|REG AIR|usual ideas engage carefully 
6715|Customer#000006715|wEEcGy ed7V nIyY|8|18-303-744-7177|5244.28|BUILDING|ep slyly-- fluffily regular pinto beans use silent accounts: sometimes regular foxes are along the regular, regular |232807|6715|P|72255.18|1995-03-23|2-HIGH|Clerk#000000465|0|ly. blithely bold deposits nag slyly. carefully pending asymptotes|232807|13185|186|2|7.00|7687.26|0.02|0.03|R|F|1995-05-27|1995-04-23|1995-06-04|COLLECT COD|AIR|final dependencies boost sile
6715|Customer#000006715|wEEcGy ed7V nIyY|8|18-303-744-7177|5244.28|BUILDING|ep slyly-- fluffily regular pinto beans use silent accounts: sometimes regular foxes are along the regular, regular |232807|6715|P|72255.18|1995-03-23|2-HIGH|Clerk#000000465|0|ly. blithely bold deposits nag slyly. carefully pending asymptotes|232807|13318|319|3|22.00|27088.82|0.02|0.03|N|O|1995-06-18|1995-05-13|1995-07-18|NONE|MAIL|y even frays. deposits affix slyly about t
6715|Customer#000006715|wEEcGy ed7V nIyY|8|18-303-744-7177|5244.28|BUILDING|ep slyly-- fluffily regular pinto beans use silent accounts: sometimes regular foxes are along the regular, regular |232807|6715|P|72255.18|1995-03-23|2-HIGH|Clerk#000000465|0|ly. blithely bold deposits nag slyly. carefully pending asymptotes|232807|6117|118|4|16.00|16369.76|0.04|0.05|A|F|1995-04-10|1995-05-19|1995-05-01|NONE|RAIL|: fluffily final foxes are carefully. sly
6715|Customer#000006715|wEEcGy ed7V nIyY|8|18-303-744-7177|5244.28|BUILDING|ep slyly-- fluffily regular pinto beans use silent accounts: sometimes regular foxes are along the regular, regular |522080|6715|P|362303.05|1995-03-25|4-NOT SPECIFIED|Clerk#000000134|0| players boost quickly according to t|522080|16797|596|1|29.00|49699.91|0.00|0.05|A|F|1995-05-23|1995-06-22|1995-05-26|DELIVER IN PERSON|AIR|ironically regular accounts. furious
6715|Customer#000006715|wEEcGy ed7V nIyY|8|18-303-744-7177|5244.28|BUILDING|ep slyly-- fluffily regular pinto beans use silent accounts: sometimes regular foxes are along the regular, regular |522080|6715|P|362303.05|1995-03-25|4-NOT SPECIFIED|Clerk#000000134|0| players boost quickly according to t|522080|3064|824|2|5.00|4835.30|0.01|0.02|A|F|1995-05-11|1995-05-21|1995-05-16|TAKE BACK RETURN|SHIP|ar, ironic i
6715|Customer#000006715|wEEcGy ed7V nIyY|8|18-303-744-7177|5244.28|BUILDING|ep slyly-- fluffily regular pinto beans use silent accounts: sometimes regular foxes are along the regular, regular |522080|6715|P|362303.05|1995-03-25|4-NOT SPECIFIED|Clerk#000000134|0| players boost quickly according to t|522080|12430|431|3|48.00|64436.64|0.01|0.07|N|O|1995-07-21|1995-05-20|1995-08-14|NONE|FOB|arefully deposits. careful
6715|Customer#000006715|wEEcGy ed7V nIyY|8|18-303-744-7177|5244.28|BUILDING|ep slyly-- fluffily regular pinto beans use silent accounts: sometimes regular foxes are along the regular, regular |522080|6715|P|362303.05|1995-03-25|4-NOT SPECIFIED|Clerk#000000134|0| players boost quickly according to t|522080|4804|567|4|47.00|80313.60|0.04|0.04|N|O|1995-07-23|1995-05-12|1995-07-27|DELIVER IN PERSON|TRUCK|s. quickly special requests are s
6715|Customer#000006715|wEEcGy ed7V nIyY|8|18-303-744-7177|5244.28|BUILDING|ep slyly-- fluffily regular pinto beans use silent accounts: sometimes regular foxes are along the regular, regular |522080|6715|P|362303.05|1995-03-25|4-NOT SPECIFIED|Clerk#000000134|0| players boost quickly according to t|522080|16629|428|5|50.00|77281.00|0.10|0.01|N|O|1995-07-19|1995-05-13|1995-08-17|DELIVER IN PERSON|RAIL|oost against the bli
6715|Customer#000006715|wEEcGy ed7V nIyY|8|18-303-744-7177|5244.28|BUILDING|ep slyly-- fluffily regular pinto beans use silent accounts: sometimes regular foxes are along the regular, regular |522080|6715|P|362303.05|1995-03-25|4-NOT SPECIFIED|Clerk#000000134|0| players boost quickly according to t|522080|18256|525|6|12.00|14091.00|0.07|0.04|A|F|1995-05-20|1995-05-31|1995-05-31|NONE|TRUCK|sits haggle. slyly ironic excuses ca
6715|Customer#000006715|wEEcGy ed7V nIyY|8|18-303-744-7177|5244.28|BUILDING|ep slyly-- fluffily regular pinto beans use silent accounts: sometimes regular foxes are along the regular, regular |522080|6715|P|362303.05|1995-03-25|4-NOT SPECIFIED|Clerk#000000134|0| players boost quickly according to t|522080|2959|716|7|37.00|68892.15|0.02|0.08|R|F|1995-06-14|1995-06-05|1995-06-16|TAKE BACK RETURN|TRUCK|oys affix around the carefully even asymp
6718|Customer#000006718|8m61NcNrEZzFo,NmKaBzQXjeX Va|12|22-820-610-1027|3658.95|BUILDING|ely. notornis try to nag. blithely pending package|589606|6718|P|106463.03|1995-02-25|5-LOW|Clerk#000000320|0|ly pending decoys use furiously quick attainments. slyly final theodolite|589606|15698|494|1|23.00|37114.87|0.10|0.08|R|F|1995-05-18|1995-04-02|1995-06-03|TAKE BACK RETURN|RAIL| even deposits. slyl
6718|Customer#000006718|8m61NcNrEZzFo,NmKaBzQXjeX Va|12|22-820-610-1027|3658.95|BUILDING|ely. notornis try to nag. blithely pending package|589606|6718|P|106463.03|1995-02-25|5-LOW|Clerk#000000320|0|ly pending decoys use furiously quick attainments. slyly final theodolite|589606|11716|500|2|42.00|68363.82|0.01|0.04|N|O|1995-06-22|1995-04-23|1995-06-28|COLLECT COD|REG AIR|h alongside of the platelets. ironic, s
6739|Customer#000006739|3lsA2Q8pNR|5|15-493-613-7300|2838.35|BUILDING|uests nag furiously according to the quickly even dinos. ironic, bold requests|350468|6739|P|315116.59|1995-03-22|4-NOT SPECIFIED|Clerk#000000403|0|y ironic packages cajole alongside of the si|350468|13849|113|1|34.00|59936.56|0.07|0.08|R|F|1995-05-20|1995-05-09|1995-05-26|NONE|SHIP|ages haggle carefully regular, even ideas. 
6739|Customer#000006739|3lsA2Q8pNR|5|15-493-613-7300|2838.35|BUILDING|uests nag furiously according to the quickly even dinos. ironic, bold requests|350468|6739|P|315116.59|1995-03-22|4-NOT SPECIFIED|Clerk#000000403|0|y ironic packages cajole alongside of the si|350468|19777|47|2|29.00|49206.33|0.00|0.07|R|F|1995-04-08|1995-05-16|1995-04-12|DELIVER IN PERSON|RAIL|e fluffily. care
6739|Customer#000006739|3lsA2Q8pNR|5|15-493-613-7300|2838.35|BUILDING|uests nag furiously according to the quickly even dinos. ironic, bold requests|350468|6739|P|315116.59|1995-03-22|4-NOT SPECIFIED|Clerk#000000403|0|y ironic packages cajole alongside of the si|350468|18580|117|3|13.00|19481.54|0.07|0.01|A|F|1995-04-30|1995-06-08|1995-05-10|DELIVER IN PERSON|FOB|le slyly f
6739|Customer#000006739|3lsA2Q8pNR|5|15-493-613-7300|2838.35|BUILDING|uests nag furiously according to the quickly even dinos. ironic, bold requests|350468|6739|P|315116.59|1995-03-22|4-NOT SPECIFIED|Clerk#000000403|0|y ironic packages cajole alongside of the si|350468|7794|52|4|8.00|13614.32|0.01|0.08|A|F|1995-05-27|1995-04-26|1995-05-31|COLLECT COD|RAIL|express req
6739|Customer#000006739|3lsA2Q8pNR|5|15-493-613-7300|2838.35|BUILDING|uests nag furiously according to the quickly even dinos. ironic, bold requests|350468|6739|P|315116.59|1995-03-22|4-NOT SPECIFIED|Clerk#000000403|0|y ironic packages cajole alongside of the si|350468|3948|202|5|39.00|72225.66|0.01|0.08|N|O|1995-06-22|1995-05-02|1995-07-19|COLLECT COD|AIR|l pinto beans wake slyly accordin
6739|Customer#000006739|3lsA2Q8pNR|5|15-493-613-7300|2838.35|BUILDING|uests nag furiously according to the quickly even dinos. ironic, bold requests|350468|6739|P|315116.59|1995-03-22|4-NOT SPECIFIED|Clerk#000000403|0|y ironic packages cajole alongside of the si|350468|2207|964|6|4.00|4436.80|0.10|0.02|R|F|1995-04-13|1995-06-13|1995-04-18|NONE|AIR|n packages use above the regular,
6739|Customer#000006739|3lsA2Q8pNR|5|15-493-613-7300|2838.35|BUILDING|uests nag furiously according to the quickly even dinos. ironic, bold requests|350468|6739|P|315116.59|1995-03-22|4-NOT SPECIFIED|Clerk#000000403|0|y ironic packages cajole alongside of the si|350468|3902|662|7|48.00|86683.20|0.05|0.07|R|F|1995-04-14|1995-06-11|1995-04-23|COLLECT COD|RAIL|es haggle b
6739|Customer#000006739|3lsA2Q8pNR|5|15-493-613-7300|2838.35|BUILDING|uests nag furiously according to the quickly even dinos. ironic, bold requests|479236|6739|F|254051.27|1994-12-21|2-HIGH|Clerk#000000707|0|tions. slyly regular |479236|16626|893|2|3.00|4627.86|0.06|0.04|A|F|1995-03-29|1995-03-06|1995-04-22|NONE|RAIL|boldly ironic pinto beans wake slyly 
6739|Customer#000006739|3lsA2Q8pNR|5|15-493-613-7300|2838.35|BUILDING|uests nag furiously according to the quickly even dinos. ironic, bold requests|479236|6739|F|254051.27|1994-12-21|2-HIGH|Clerk#000000707|0|tions. slyly regular |479236|4520|775|7|25.00|35613.00|0.06|0.01|A|F|1995-04-21|1995-02-20|1995-05-08|TAKE BACK RETURN|FOB|fluffily blithe requests. final pinto
6742|Customer#000006742|u5lVPzNeS1z2TcfehzgZFHXtHyxNJHU|1|11-643-477-4053|2834.80|BUILDING|bold deposits wake. special deposits about the regular excuses boost furiously furiously final packages. slyly r|266373|6742|F|199213.78|1994-12-21|5-LOW|Clerk#000000755|0|courts are. quickly pendin|266373|17798|799|3|46.00|78926.34|0.05|0.02|A|F|1995-04-15|1995-02-22|1995-04-28|NONE|AIR|theodolites. ide
6754|Customer#000006754|B6i9QUe1MogaHVLxdQy4QnH3nkb UaY0|7|17-897-648-1827|5143.81|BUILDING|ar ideas doze furiously final|360641|6754|F|221655.29|1995-01-17|1-URGENT|Clerk#000000551|0| final accounts are furiously final pearls|360641|5398|654|1|16.00|20854.24|0.10|0.07|R|F|1995-05-09|1995-04-17|1995-06-02|COLLECT COD|SHIP|ly. slyly iro
6754|Customer#000006754|B6i9QUe1MogaHVLxdQy4QnH3nkb UaY0|7|17-897-648-1827|5143.81|BUILDING|ar ideas doze furiously final|360641|6754|F|221655.29|1995-01-17|1-URGENT|Clerk#000000551|0| final accounts are furiously final pearls|360641|15229|25|4|29.00|33182.38|0.06|0.06|A|F|1995-05-09|1995-03-27|1995-05-13|COLLECT COD|AIR|blithely. unusual deposits haggle re
6754|Customer#000006754|B6i9QUe1MogaHVLxdQy4QnH3nkb UaY0|7|17-897-648-1827|5143.81|BUILDING|ar ideas doze furiously final|360641|6754|F|221655.29|1995-01-17|1-URGENT|Clerk#000000551|0| final accounts are furiously final pearls|360641|2797|554|7|17.00|28896.43|0.07|0.05|R|F|1995-04-12|1995-03-02|1995-04-21|DELIVER IN PERSON|FOB| blithely regular foxes; fluffily regula
6757|Customer#000006757|Ot2eNxssE43x0Ivhlzy 2|13|23-725-154-2356|227.89|BUILDING|breach blithely; furiously regular deposits according to the quickly regular packages nag slyly fluffily regular p|90500|6757|F|38500.54|1995-01-18|1-URGENT|Clerk#000000591|0|carefully final packages would detect. blithely unusual instruc|90500|5577|833|2|16.00|23721.12|0.01|0.06|A|F|1995-05-12|1995-04-01|1995-06-06|TAKE BACK RETURN|FOB|y dugouts sleep quickly. carefully final
6815|Customer#000006815|SwpQn8U2,7FIzgYG|23|33-553-747-6097|8623.37|BUILDING|dolites sleep. regular theodolites after the express ideas are a|507072|6815|F|279953.87|1995-02-23|1-URGENT|Clerk#000000686|0|ously slyly ironic pinto beans. f|507072|11397|920|1|2.00|2616.78|0.08|0.04|R|F|1995-04-18|1995-04-13|1995-05-06|NONE|FOB|ag according to the blith
6815|Customer#000006815|SwpQn8U2,7FIzgYG|23|33-553-747-6097|8623.37|BUILDING|dolites sleep. regular theodolites after the express ideas are a|507072|6815|F|279953.87|1995-02-23|1-URGENT|Clerk#000000686|0|ously slyly ironic pinto beans. f|507072|1290|291|2|17.00|20251.93|0.07|0.06|A|F|1995-04-16|1995-05-01|1995-05-02|NONE|SHIP|d, ironic somas cajole carefully. busily f
6815|Customer#000006815|SwpQn8U2,7FIzgYG|23|33-553-747-6097|8623.37|BUILDING|dolites sleep. regular theodolites after the express ideas are a|507072|6815|F|279953.87|1995-02-23|1-URGENT|Clerk#000000686|0|ously slyly ironic pinto beans. f|507072|4234|743|3|37.00|42114.51|0.08|0.01|R|F|1995-06-11|1995-05-07|1995-06-16|NONE|TRUCK| accounts promise blith
6815|Customer#000006815|SwpQn8U2,7FIzgYG|23|33-553-747-6097|8623.37|BUILDING|dolites sleep. regular theodolites after the express ideas are a|507072|6815|F|279953.87|1995-02-23|1-URGENT|Clerk#000000686|0|ously slyly ironic pinto beans. f|507072|10530|311|5|45.00|64823.85|0.04|0.01|R|F|1995-04-08|1995-04-29|1995-05-06|NONE|SHIP|e the blit
6815|Customer#000006815|SwpQn8U2,7FIzgYG|23|33-553-747-6097|8623.37|BUILDING|dolites sleep. regular theodolites after the express ideas are a|507072|6815|F|279953.87|1995-02-23|1-URGENT|Clerk#000000686|0|ously slyly ironic pinto beans. f|507072|12189|714|7|38.00|41844.84|0.10|0.08|N|F|1995-06-14|1995-04-29|1995-06-30|COLLECT COD|FOB|s cajole along the sp
6829|Customer#000006829|hLxbhkw8dFbPqPuELUIn39hrnisrNUfJv4F|20|30-413-747-6182|1323.84|BUILDING| the packages. regular dolphins s|520359|6829|F|246410.83|1995-01-24|5-LOW|Clerk#000000752|0|the blithely final accounts. ironic accounts cajole blithely ironic pin|520359|5626|137|5|48.00|73517.76|0.07|0.05|R|F|1995-04-23|1995-04-05|1995-05-02|NONE|SHIP| solve slyly along the packages. silent, e
6832|Customer#000006832|AggcVEoM1Dw2WfE|10|20-653-330-2367|2821.81|BUILDING|o beans use slyly ironic theodolites. ironic platelets boost carefully into the fina|14022|6832|F|83467.38|1995-02-14|2-HIGH|Clerk#000000732|0|es. quickly express deposits nag across the iron|14022|11076|338|1|4.00|3948.28|0.05|0.00|R|F|1995-05-16|1995-05-03|1995-06-14|TAKE BACK RETURN|AIR|ully ironic excuses doze quickly. ironic
6832|Customer#000006832|AggcVEoM1Dw2WfE|10|20-653-330-2367|2821.81|BUILDING|o beans use slyly ironic theodolites. ironic platelets boost carefully into the fina|14022|6832|F|83467.38|1995-02-14|2-HIGH|Clerk#000000732|0|es. quickly express deposits nag across the iron|14022|6984|497|2|41.00|77530.18|0.03|0.06|N|F|1995-06-08|1995-04-01|1995-06-28|TAKE BACK RETURN|REG AIR|es use against the 
6832|Customer#000006832|AggcVEoM1Dw2WfE|10|20-653-330-2367|2821.81|BUILDING|o beans use slyly ironic theodolites. ironic platelets boost carefully into the fina|21606|6832|F|211795.08|1995-01-23|4-NOT SPECIFIED|Clerk#000000270|0|ses: slyly ironic pinto beans hinder blithely ag|21606|608|609|1|50.00|75430.00|0.00|0.08|R|F|1995-04-11|1995-03-09|1995-04-29|TAKE BACK RETURN|FOB|quickly regu
6832|Customer#000006832|AggcVEoM1Dw2WfE|10|20-653-330-2367|2821.81|BUILDING|o beans use slyly ironic theodolites. ironic platelets boost carefully into the fina|21606|6832|F|211795.08|1995-01-23|4-NOT SPECIFIED|Clerk#000000270|0|ses: slyly ironic pinto beans hinder blithely ag|21606|3968|475|2|23.00|43055.08|0.03|0.06|R|F|1995-04-19|1995-03-13|1995-05-15|COLLECT COD|REG AIR|ggle at the accounts
6832|Customer#000006832|AggcVEoM1Dw2WfE|10|20-653-330-2367|2821.81|BUILDING|o beans use slyly ironic theodolites. ironic platelets boost carefully into the fina|21606|6832|F|211795.08|1995-01-23|4-NOT SPECIFIED|Clerk#000000270|0|ses: slyly ironic pinto beans hinder blithely ag|21606|1617|120|3|29.00|44039.69|0.10|0.08|A|F|1995-04-04|1995-04-23|1995-04-20|TAKE BACK RETURN|TRUCK|f the regular packages
6832|Customer#000006832|AggcVEoM1Dw2WfE|10|20-653-330-2367|2821.81|BUILDING|o beans use slyly ironic theodolites. ironic platelets boost carefully into the fina|21606|6832|F|211795.08|1995-01-23|4-NOT SPECIFIED|Clerk#000000270|0|ses: slyly ironic pinto beans hinder blithely ag|21606|6299|300|4|5.00|6026.45|0.03|0.00|R|F|1995-05-06|1995-04-12|1995-05-22|DELIVER IN PERSON|RAIL|requests are fluffily
6832|Customer#000006832|AggcVEoM1Dw2WfE|10|20-653-330-2367|2821.81|BUILDING|o beans use slyly ironic theodolites. ironic platelets boost carefully into the fina|21606|6832|F|211795.08|1995-01-23|4-NOT SPECIFIED|Clerk#000000270|0|ses: slyly ironic pinto beans hinder blithely ag|21606|10700|221|5|7.00|11274.90|0.09|0.07|A|F|1995-05-24|1995-03-14|1995-06-05|NONE|AIR|es. carefully ironic accounts
6832|Customer#000006832|AggcVEoM1Dw2WfE|10|20-653-330-2367|2821.81|BUILDING|o beans use slyly ironic theodolites. ironic platelets boost carefully into the fina|117734|6832|F|297799.64|1995-01-07|2-HIGH|Clerk#000000859|0| fluffily even requests. quickly express theodolites sleep slyly. regular |117734|7412|413|1|20.00|26388.20|0.02|0.07|A|F|1995-05-06|1995-03-25|1995-05-25|COLLECT COD|FOB|egular foxes need to impress carefu
